loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
8.0,2.0,1.0,2.0,18.0,68.53,0.2,5.0,13.71,342.66,0.02,19.04,5,0,1,0,7.0,7.0,8.0,10.0,3.0,False
10.0,1.0,1.0,1.0,56.0,249.73,0.16,6.07,41.16,1515.02,0.08,84.17,8,0,0,0,7.0,15.0,30.0,26.0,1.0,False
7.0,1.0,1.0,1.0,27.0,108.0,0.12,8.36,12.92,902.57,0.04,50.14,6,1,0,0,9.0,7.0,14.0,13.0,1.0,False
19.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
36.0,4.0,4.0,2.0,140.0,734.71,0.04,23.85,30.81,17522.83,0.24,973.49,13,10,6,0,18.0,20.0,87.0,53.0,7.0,False
40.0,3.0,1.0,1.0,180.0,874.44,0.04,27.18,32.18,23764.1,0.29,1320.23,24,4,7,0,12.0,17.0,103.0,77.0,5.0,False
116.0,23.0,7.0,11.0,398.0,2405.67,0.02,42.93,56.03,103283.38,0.8,5737.97,79,15,13,7,21.0,45.0,214.0,184.0,45.0,False
7.0,2.0,1.0,1.0,13.0,39.0,0.2,5.0,7.8,195.0,0.01,10.83,5,0,0,0,5.0,3.0,7.0,6.0,3.0,False
42.0,2.0,1.0,2.0,121.0,711.8,0.07,14.92,47.7,10620.8,0.24,590.04,33,2,5,0,21.0,38.0,67.0,54.0,3.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
4.0,1.0,1.0,1.0,13.0,46.6,0.25,4.0,11.65,186.42,0.02,10.36,2,0,0,0,8.0,4.0,9.0,4.0,1.0,False
7.0,1.0,1.0,1.0,16.0,57.36,0.4,2.5,22.94,143.4,0.02,7.97,3,0,2,0,5.0,7.0,9.0,7.0,1.0,False
28.0,4.0,1.0,4.0,72.0,342.35,0.08,13.2,25.94,4519.05,0.11,251.06,24,0,2,0,12.0,15.0,39.0,33.0,7.0,False
15.0,3.0,1.0,2.0,32.0,130.8,0.14,7.33,17.84,959.19,0.04,53.29,13,0,0,0,11.0,6.0,24.0,8.0,5.0,False
12.0,3.0,1.0,3.0,26.0,98.99,0.09,11.25,8.8,1113.65,0.03,61.87,9,0,1,0,10.0,4.0,17.0,9.0,5.0,False
15.0,2.0,1.0,1.0,27.0,112.59,0.13,8.0,14.07,900.7,0.04,50.04,11,0,2,0,12.0,6.0,19.0,8.0,3.0,False
16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
61.0,9.0,9.0,5.0,196.0,997.14,0.03,35.44,28.14,35336.25,0.33,1963.12,45,2,12,0,18.0,16.0,133.0,63.0,17.0,False
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,0,5.0,6.0,8.0,7.0,1.0,False
16.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
16.0,3.0,1.0,2.0,48.0,214.05,0.1,10.5,20.39,2247.55,0.07,124.86,13,0,1,0,11.0,11.0,27.0,21.0,5.0,False
18.0,4.0,1.0,1.0,47.0,212.61,0.12,8.25,25.77,1754.01,0.07,97.45,12,1,3,0,11.0,12.0,29.0,18.0,7.0,False
8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
60.0,7.0,1.0,7.0,288.0,1608.47,0.04,26.19,61.43,42118.91,0.54,2339.94,54,0,4,0,13.0,35.0,147.0,141.0,13.0,False
7.0,1.0,1.0,1.0,13.0,44.97,0.19,5.33,8.43,239.85,0.01,13.33,4,0,1,0,8.0,3.0,9.0,4.0,1.0,False
62.0,3.0,1.0,3.0,206.0,1221.73,0.06,17.16,71.18,20968.33,0.41,1164.91,53,0,7,0,18.0,43.0,124.0,82.0,5.0,False
233.0,32.0,8.0,15.0,890.0,6058.55,0.02,58.45,103.66,354104.19,2.02,19672.45,200,11,19,0,27.0,85.0,522.0,368.0,63.0,False
19.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5.0,2.0,5.0,2.0,1.0,False
7.0,1.0,1.0,1.0,17.0,51.0,0.42,2.4,21.25,122.4,0.02,6.8,5,0,0,0,3.0,5.0,9.0,8.0,1.0,False
13.0,3.0,1.0,2.0,47.0,209.59,0.08,12.6,16.63,2640.88,0.07,146.72,9,0,2,0,12.0,10.0,26.0,21.0,5.0,False
7.0,4.0,4.0,4.0,19.0,68.11,0.1,10.5,6.49,715.2,0.02,39.73,5,0,0,0,9.0,3.0,12.0,7.0,7.0,False
46.0,6.0,1.0,5.0,144.0,738.62,0.04,24.42,30.25,18037.8,0.25,1002.1,39,0,4,0,16.0,19.0,86.0,58.0,11.0,False
15.0,3.0,3.0,3.0,27.0,114.69,0.15,6.87,16.68,788.52,0.04,43.81,7,0,6,0,11.0,8.0,17.0,10.0,5.0,False
10.0,1.0,1.0,1.0,22.0,85.95,0.3,3.33,25.79,286.51,0.03,15.92,5,1,2,0,6.0,9.0,12.0,10.0,1.0,False
159.0,30.0,22.0,17.0,569.0,3617.45,0.02,47.36,76.37,171338.24,1.21,9518.79,129,7,21,0,23.0,59.0,326.0,243.0,59.0,False
16.0,1.0,1.0,1.0,41.0,177.2,0.13,7.5,23.63,1328.99,0.06,73.83,9,1,4,0,10.0,10.0,26.0,15.0,1.0,False
12.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,1,5,2,1,5.0,1.0,5.0,1.0,1.0,False
7.0,1.0,1.0,1.0,16.0,44.92,0.25,4.0,11.23,179.67,0.01,9.98,4,1,0,0,4.0,3.0,10.0,6.0,1.0,False
22.0,1.0,1.0,1.0,51.0,212.67,0.17,6.0,35.44,1276.0,0.07,70.89,11,4,5,0,6.0,12.0,27.0,24.0,1.0,False
17.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
28.0,3.0,1.0,2.0,92.0,489.62,0.07,14.0,34.97,6854.64,0.16,380.81,19,2,4,0,16.0,24.0,50.0,42.0,5.0,False
30.0,2.0,1.0,2.0,82.0,420.6,0.09,11.0,38.24,4626.61,0.14,257.02,24,0,3,0,14.0,21.0,49.0,33.0,3.0,False
61.0,11.0,1.0,5.0,180.0,1005.29,0.03,32.15,31.27,32324.04,0.34,1795.78,55,0,4,0,22.0,26.0,104.0,76.0,21.0,False
8.0,1.0,1.0,1.0,19.0,74.23,0.19,5.25,14.14,389.71,0.02,21.65,5,0,1,0,9.0,6.0,12.0,7.0,1.0,False
40.0,5.0,1.0,5.0,83.0,425.73,0.12,8.48,50.21,3609.84,0.14,200.55,28,2,6,2,11.0,24.0,46.0,37.0,9.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4.0,4.0,5.0,4.0,1.0,False
9.0,1.0,1.0,1.0,24.0,100.08,0.1,10.4,9.62,1040.81,0.03,57.82,6,0,1,0,13.0,5.0,16.0,8.0,1.0,False
57.0,7.0,7.0,7.0,189.0,1025.56,0.03,31.98,32.07,32794.73,0.34,1821.93,36,10,9,0,21.0,22.0,122.0,67.0,13.0,False
27.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
14.0,1.0,1.0,1.0,62.0,301.19,0.09,10.56,28.52,3181.37,0.1,176.74,11,0,1,0,13.0,16.0,36.0,26.0,1.0,False
11.0,5.0,3.0,3.0,32.0,140.55,0.1,9.75,14.42,1370.4,0.05,76.13,8,0,1,0,13.0,8.0,20.0,12.0,9.0,False
6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
5.0,2.0,1.0,1.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,0,0,7.0,6.0,9.0,6.0,3.0,False
53.0,8.0,1.0,8.0,172.0,902.64,0.03,36.11,25.0,32595.46,0.3,1810.86,46,0,5,0,20.0,18.0,107.0,65.0,14.0,False
6.0,2.0,1.0,2.0,19.0,70.31,0.26,3.86,18.23,271.19,0.02,15.07,4,0,0,0,6.0,7.0,10.0,9.0,3.0,False
7.0,1.0,1.0,1.0,15.0,51.89,0.24,4.2,12.36,217.94,0.02,12.11,4,0,1,0,6.0,5.0,8.0,7.0,1.0,False
18.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
28.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,True
14.0,1.0,1.0,1.0,43.0,194.51,0.19,5.14,37.82,1000.35,0.06,55.58,9,0,3,0,9.0,14.0,27.0,16.0,1.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,False
19.0,6.0,6.0,1.0,62.0,284.27,0.04,23.33,12.18,6632.91,0.09,368.5,16,0,3,0,15.0,9.0,34.0,28.0,11.0,False
7.0,3.0,1.0,2.0,19.0,76.0,0.15,6.67,11.4,506.67,0.03,28.15,5,0,0,0,10.0,6.0,11.0,8.0,5.0,False
29.0,6.0,1.0,4.0,85.0,425.0,0.07,13.68,31.06,5815.79,0.14,323.1,20,2,5,0,13.0,19.0,45.0,40.0,11.0,True
109.0,18.0,10.0,16.0,474.0,2952.46,0.03,39.86,74.07,117688.34,0.98,6538.24,94,0,10,0,21.0,54.0,269.0,205.0,35.0,False
14.0,1.0,1.0,1.0,117.0,513.9,0.09,11.2,45.88,5755.69,0.17,319.76,10,0,2,0,6.0,15.0,61.0,56.0,1.0,False
5.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,3,0,0,0,6.0,3.0,7.0,3.0,1.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
34.0,5.0,1.0,1.0,84.0,379.98,0.05,19.5,19.49,7409.59,0.13,411.64,20,3,8,0,13.0,10.0,54.0,30.0,9.0,False
17.0,3.0,1.0,2.0,51.0,227.43,0.07,13.72,16.57,3120.86,0.08,173.38,13,0,2,0,13.0,9.0,32.0,19.0,5.0,False
22.0,3.0,1.0,1.0,58.0,265.93,0.1,9.64,27.58,2564.3,0.09,142.46,18,0,2,0,10.0,14.0,31.0,27.0,5.0,False
15.0,2.0,1.0,1.0,38.0,166.91,0.17,6.0,27.82,1001.45,0.06,55.64,10,0,3,0,9.0,12.0,22.0,16.0,3.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,0,6.0,2.0,7.0,2.0,1.0,False
14.0,3.0,1.0,2.0,41.0,177.2,0.15,6.55,27.07,1159.85,0.06,64.44,8,2,1,0,9.0,11.0,25.0,16.0,5.0,False
11.0,2.0,1.0,2.0,32.0,138.3,0.17,6.0,23.05,829.81,0.05,46.1,7,0,2,0,10.0,10.0,20.0,12.0,3.0,False
4.0,1.0,1.0,1.0,8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6.0,2.0,6.0,2.0,1.0,False
7.0,1.0,1.0,1.0,16.0,59.21,0.24,4.08,14.5,241.76,0.02,13.43,4,0,1,0,7.0,6.0,9.0,7.0,1.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,False
63.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
5.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3,0,0,0,6.0,6.0,10.0,7.0,1.0,False
23.0,4.0,1.0,2.0,60.0,282.03,0.06,16.36,17.23,4614.98,0.09,256.39,16,1,4,0,15.0,11.0,36.0,24.0,7.0,False
11.0,2.0,1.0,2.0,17.0,60.94,0.24,4.2,14.51,255.97,0.02,14.22,7,0,2,0,7.0,5.0,11.0,6.0,3.0,False
26.0,10.0,9.0,2.0,79.0,371.33,0.03,34.88,10.65,12950.3,0.12,719.46,18,2,4,0,18.0,8.0,48.0,31.0,19.0,False
93.0,5.0,1.0,5.0,335.0,2073.59,0.03,28.68,72.3,59469.03,0.69,3303.84,86,1,4,0,20.0,53.0,184.0,152.0,9.0,False
10.0,2.0,1.0,2.0,30.0,129.66,0.1,9.75,13.3,1264.16,0.04,70.23,7,0,1,0,12.0,8.0,17.0,13.0,3.0,False
9.0,2.0,1.0,1.0,26.0,93.21,0.12,8.4,11.1,782.96,0.03,43.5,8,1,0,0,7.0,5.0,14.0,12.0,3.0,False
14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
7.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
28.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
11.0,2.0,1.0,2.0,18.0,68.53,0.19,5.33,12.85,365.51,0.02,20.31,7,0,2,0,8.0,6.0,10.0,8.0,3.0,False
10.0,2.0,1.0,2.0,16.0,55.35,0.21,4.8,11.53,265.68,0.02,14.76,7,0,1,0,6.0,5.0,8.0,8.0,3.0,False
10.0,3.0,3.0,1.0,22.0,89.92,0.16,6.42,14.01,577.01,0.03,32.06,6,0,2,0,11.0,6.0,15.0,7.0,5.0,False
74.0,15.0,11.0,10.0,221.0,1213.7,0.04,25.1,48.35,30468.04,0.4,1692.67,53,8,9,0,16.0,29.0,130.0,91.0,29.0,False
17.0,2.0,1.0,2.0,83.0,422.26,0.1,9.8,43.07,4139.97,0.14,230.0,15,0,2,0,11.0,23.0,42.0,41.0,3.0,False
34.0,34.0,34.0,34.0,266.0,1415.63,0.06,17.64,80.26,24968.83,0.47,1387.16,26,3,3,0,11.0,29.0,173.0,93.0,67.0,False
60.0,21.0,13.0,8.0,207.0,1297.22,0.02,41.9,30.96,54350.39,0.43,3019.47,46,2,9,1,38.0,39.0,121.0,86.0,35.0,False
23.0,5.0,1.0,2.0,55.0,241.58,0.06,17.06,14.16,4121.92,0.08,229.0,17,0,4,0,13.0,8.0,34.0,21.0,9.0,False
18.0,3.0,1.0,2.0,38.0,161.42,0.14,7.2,22.42,1162.23,0.05,64.56,13,0,3,0,9.0,10.0,22.0,16.0,5.0,False
202.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
282.0,1.0,1.0,1.0,885.0,6214.8,0.04,25.7,241.86,159693.22,2.07,8871.85,164,67,49,0,15.0,115.0,491.0,394.0,1.0,False
25.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
193.0,35.0,16.0,24.0,595.0,3570.0,0.01,67.04,53.25,239320.61,1.19,13295.59,157,22,12,0,23.0,41.0,356.0,239.0,69.0,True
5.0,1.0,1.0,1.0,9.0,25.27,0.38,2.67,9.47,67.38,0.01,3.74,3,0,0,0,4.0,3.0,5.0,4.0,1.0,False
46.0,3.0,1.0,3.0,134.0,760.1,0.09,11.54,65.86,8772.02,0.25,487.33,39,0,5,0,14.0,37.0,73.0,61.0,5.0,False
11.0,2.0,1.0,2.0,43.0,197.15,0.18,5.7,34.59,1123.77,0.07,62.43,6,0,3,0,9.0,15.0,24.0,19.0,3.0,False
34.0,3.0,1.0,3.0,135.0,723.27,0.08,13.0,55.64,9402.5,0.24,522.36,25,0,5,0,13.0,28.0,79.0,56.0,5.0,False
27.0,11.0,1.0,11.0,110.0,544.96,0.13,7.88,69.2,4291.57,0.18,238.42,23,0,1,1,7.0,24.0,56.0,54.0,21.0,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,False
12.0,2.0,1.0,2.0,19.0,65.73,0.28,3.6,18.26,236.63,0.02,13.15,10,0,0,0,6.0,5.0,13.0,6.0,3.0,False
21.0,2.0,1.0,2.0,109.0,524.0,0.07,13.89,37.73,7277.8,0.17,404.32,17,1,1,0,10.0,18.0,59.0,50.0,3.0,False
145.0,7.0,1.0,7.0,402.0,2653.16,0.03,31.25,84.9,82911.41,0.88,4606.19,99,18,13,13,25.0,72.0,222.0,180.0,9.0,False
24.0,12.0,11.0,2.0,96.0,527.22,0.08,12.14,43.44,6399.33,0.18,355.52,20,0,2,0,16.0,29.0,52.0,44.0,23.0,False
20.0,6.0,5.0,1.0,55.0,258.51,0.05,18.89,13.69,4883.23,0.09,271.29,16,0,2,0,17.0,9.0,35.0,20.0,11.0,False
64.0,8.0,5.0,6.0,295.0,1776.6,0.03,30.78,57.71,54690.97,0.59,3038.39,50,8,6,0,21.0,44.0,166.0,129.0,15.0,False
120.0,5.0,1.0,4.0,745.0,4905.8,0.03,31.45,156.0,154274.41,1.64,8570.8,77,16,23,0,20.0,76.0,506.0,239.0,9.0,False
25.0,7.0,5.0,4.0,85.0,428.77,0.07,14.74,29.1,6318.77,0.14,351.04,21,0,2,0,14.0,19.0,45.0,40.0,13.0,False
44.0,6.0,3.0,5.0,122.0,644.82,0.06,15.65,41.2,10092.82,0.21,560.71,40,0,2,0,16.0,23.0,77.0,45.0,11.0,False
69.0,3.0,1.0,3.0,300.0,1772.07,0.05,19.93,88.89,35325.77,0.59,1962.54,55,0,12,0,14.0,46.0,169.0,131.0,5.0,False
15.0,2.0,1.0,2.0,25.0,89.62,0.16,6.3,14.23,564.63,0.03,31.37,12,0,1,0,7.0,5.0,16.0,9.0,3.0,False
9.0,3.0,3.0,2.0,18.0,70.32,0.19,5.25,13.4,369.2,0.02,20.51,8,0,1,0,9.0,6.0,11.0,7.0,5.0,False
123.0,4.0,1.0,4.0,509.0,3359.36,0.04,25.7,130.72,86326.6,1.12,4795.92,71,23,21,0,21.0,76.0,323.0,186.0,7.0,False
6.0,1.0,1.0,1.0,36.0,155.59,0.27,3.64,42.71,566.79,0.05,31.49,4,0,0,0,6.0,14.0,19.0,17.0,1.0,False
28.0,3.0,1.0,3.0,107.0,544.36,0.07,13.36,40.73,7274.61,0.18,404.14,20,0,6,0,12.0,22.0,58.0,49.0,5.0,False
88.0,20.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,39.0,False
6.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,1,0,3.0,4.0,5.0,4.0,1.0,False
31.0,13.0,13.0,2.0,106.0,504.02,0.05,21.25,23.72,10710.38,0.17,595.02,25,0,4,0,15.0,12.0,74.0,34.0,25.0,False
21.0,3.0,1.0,3.0,27.0,112.59,0.18,5.5,20.47,619.23,0.04,34.4,11,6,2,0,9.0,9.0,16.0,11.0,5.0,False
23.0,2.0,1.0,1.0,43.0,185.84,0.07,13.93,13.34,2588.53,0.06,143.81,11,6,3,0,13.0,7.0,28.0,15.0,3.0,False
135.0,25.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,49.0,False
5.0,1.0,1.0,1.0,14.0,50.19,0.22,4.5,11.15,225.85,0.02,12.55,3,0,0,0,9.0,3.0,11.0,3.0,1.0,False
26.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
33.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
53.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
8.0,3.0,3.0,2.0,20.0,81.75,0.22,4.5,18.17,367.87,0.03,20.44,4,0,2,0,9.0,8.0,12.0,8.0,5.0,False
21.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
66.0,1.0,1.0,1.0,146.0,840.21,0.11,8.95,93.84,7522.84,0.28,417.94,30,16,9,9,11.0,43.0,76.0,70.0,1.0,False
44.0,13.0,1.0,1.0,69.0,374.41,0.11,9.36,40.0,3504.5,0.12,194.69,30,0,12,0,18.0,25.0,43.0,26.0,14.0,False
8.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
76.0,50.0,49.0,38.0,435.0,2558.95,0.04,26.42,96.85,67608.61,0.85,3756.03,63,5,6,0,15.0,44.0,280.0,155.0,99.0,False
17.0,3.0,1.0,3.0,37.0,162.52,0.09,10.67,15.24,1733.5,0.05,96.31,12,0,3,0,12.0,9.0,21.0,16.0,5.0,False
22.0,3.0,1.0,2.0,48.0,214.05,0.08,12.6,16.99,2697.06,0.07,149.84,19,0,1,0,12.0,10.0,27.0,21.0,5.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
19.0,3.0,1.0,3.0,48.0,210.83,0.1,10.45,20.17,2204.14,0.07,122.45,12,2,3,0,10.0,11.0,25.0,23.0,5.0,False
19.0,4.0,1.0,4.0,54.0,229.39,0.14,7.29,31.46,1672.62,0.08,92.92,15,0,2,0,7.0,12.0,29.0,25.0,7.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
5.0,1.0,1.0,1.0,12.0,41.51,0.25,4.0,10.38,166.05,0.01,9.23,3,0,0,0,8.0,3.0,9.0,3.0,1.0,False
17.0,2.0,1.0,2.0,69.0,397.09,0.17,6.02,65.93,2391.55,0.13,132.86,12,0,3,0,10.0,44.0,16.0,53.0,3.0,False
12.0,2.0,1.0,2.0,18.0,68.53,0.16,6.3,10.88,431.75,0.02,23.99,5,2,1,0,9.0,5.0,11.0,7.0,3.0,False
150.0,28.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,55.0,True
26.0,6.0,5.0,3.0,57.0,276.9,0.09,11.2,24.72,3101.34,0.09,172.3,22,0,2,0,14.0,15.0,33.0,24.0,11.0,False
45.0,4.0,1.0,4.0,151.0,808.99,0.08,12.83,63.04,10382.04,0.27,576.78,35,0,8,0,11.0,30.0,81.0,70.0,7.0,False
47.0,17.0,17.0,13.0,232.0,1251.02,0.02,40.07,31.22,50122.29,0.42,2784.57,40,0,5,0,19.0,23.0,135.0,97.0,33.0,False
15.0,4.0,4.0,1.0,30.0,111.01,0.07,13.5,8.22,1498.68,0.04,83.26,9,0,3,1,9.0,4.0,18.0,12.0,7.0,False
22.0,3.0,1.0,3.0,63.0,299.56,0.09,11.2,26.75,3355.05,0.1,186.39,15,0,4,0,12.0,15.0,35.0,28.0,5.0,False
83.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
28.0,1.0,1.0,1.0,93.0,451.79,0.15,6.68,67.62,3018.79,0.15,167.71,18,3,5,0,7.0,22.0,51.0,42.0,1.0,False
11.0,1.0,1.0,1.0,22.0,81.41,0.26,3.86,21.11,314.01,0.03,17.44,5,1,3,0,6.0,7.0,13.0,9.0,1.0,False
6.0,1.0,1.0,1.0,21.0,72.65,0.3,3.33,21.79,242.16,0.02,13.45,4,0,0,0,5.0,6.0,13.0,8.0,1.0,False
127.0,50.0,44.0,3.0,430.0,2589.62,0.02,47.5,54.52,123006.86,0.86,6833.71,108,3,14,0,25.0,40.0,289.0,152.0,98.0,False
20.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
9.0,2.0,1.0,2.0,22.0,85.95,0.11,9.0,9.55,773.56,0.03,42.98,4,2,1,0,10.0,5.0,13.0,9.0,3.0,False
59.0,7.0,1.0,1.0,144.0,720.0,0.04,26.06,27.63,18760.0,0.24,1042.22,46,0,6,0,14.0,18.0,77.0,67.0,13.0,False
16.0,3.0,3.0,1.0,34.0,146.95,0.1,10.5,13.99,1542.93,0.05,85.72,12,0,2,0,14.0,6.0,25.0,9.0,5.0,False
11.0,3.0,1.0,3.0,22.0,83.76,0.22,4.5,18.61,376.93,0.03,20.94,9,0,0,0,7.0,7.0,13.0,9.0,5.0,False
84.0,15.0,10.0,5.0,355.0,1960.86,0.02,58.5,33.52,114710.57,0.65,6372.81,69,6,6,0,23.0,23.0,238.0,117.0,29.0,False
24.0,3.0,1.0,3.0,100.0,485.8,0.08,11.84,41.02,5752.87,0.16,319.6,21,0,1,0,10.0,19.0,55.0,45.0,5.0,False
57.0,6.0,1.0,6.0,168.0,840.0,0.03,33.97,24.73,28535.29,0.28,1585.29,51,1,2,1,15.0,17.0,91.0,77.0,9.0,False
38.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
75.0,15.0,1.0,15.0,275.0,1510.26,0.05,21.68,69.67,32737.1,0.5,1818.73,61,6,6,0,11.0,34.0,141.0,134.0,29.0,False
4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2,0,0,0,5.0,3.0,5.0,3.0,1.0,False
81.0,8.0,6.0,4.0,143.0,750.45,0.04,28.33,26.49,21262.85,0.25,1181.27,36,14,24,3,20.0,18.0,92.0,51.0,15.0,False
